drug,LD,date,p53,chk2,atr,chk1,atx,dnapk,bok,bim
Phenformin,89,9/21/2013,1.205194528,1.898120386,-0.037911973,-0.153623189,-3.440014165,0.582908842,0.588896438,1.097889466
Phenformin,88,9/22/2013,1.143636768,1.593374741,-0.269498117,-0.72935241,-3.29786439,0.402449678,0.603578179,1.621956708
Phenformin,80,9/21/2013,1.143636768,1.721963431,0.276961364,0.141832694,-3.534588978,0.72935241,0.380654505,1.036955788
Phenformin,78,9/22/2013,1.081388327,1.354664881,-0.339272001,-0.141832694,-4.266476967,0.548893246,0.603578179,1.386372281
Phenformin,72,9/21/2013,0.954532047,1.294542207,0.572417247,-0.411935185,-3.267153872,0.656985433,0.655761743,0.913149586
5-FURNA,90,10/28/2013,3.930851588,0.883303775,-0.234210937,-1.899835838,0.565062943,1.237039197,1.21950703,2.291231298
5-FURNA,85,10/28/2013,2.965617006,1.100551298,-0.778562943,-2.359281509,0.490986353,1,1.856936951,1.816288047
5-FURNA,83,10/17/2013,3.117736725,1.048498518,-0.440172962,-2.352869126,0.059149673,0.482151695,1.004459648,1.205194528
5-FURNA,83,10/27/2013,3.019899557,1.067563284,-0.463400521,-2.460612703,0.689070904,0.983922603,1.627747367,1.99158776
5-FURNA,83,10/27/2013,2.807354922,0.91753784,-0.548893246,-2.074386649,0.757135179,0.863678529,2.091147888,1.758294104
5-FURNA,80,10/17/2013,2.291634173,1.048498518,-0.571217079,-2.352869126,0,0.874469118,1.566831445,1.205194528
5-FURNA,80,10/27/2013,1.99158776,0.839535328,-1.029747343,-2.13640137,0.689070904,0.924051147,1.858701802,1.469485283
5-FURNA,78,10/28/2013,2.449493382,0.957380366,-0.490986353,-2.38466385,0.415037499,1.119298928,1.740339194,1.584962501
5-FURNA,75,10/28/2013,1.916556188,0.649092838,-0.582908842,-2.23792212,0.256775415,0.878693704,1.798520265,1.353636955
5-FURNA,74,10/17/2013,1.652638997,0.782546628,-0.805784214,-1.868495217,-0.124835272,0.482151695,1.446587371,0.757135179
5-FURNA,73,10/27/2013,1.527247003,0.67652974,-0.548893246,-2.054207074,0.326500825,0.924051147,1.685509087,1.237039197
5-FURNA,65,10/17/2013,1.180635482,0.482151695,-0.774520638,-1.373458396,-0.103380248,0.482151695,1.004459648,0.689070904
Dasatinib,87,10/28/2013,3.328187085,-0.22659241,0.863678529,-2.693629186,-2.511564423,0.497499659,0.552082369,3.67688499
Dasatinib,79,10/31/2013,2.05246742,0,0.757135179,-1.563220722,-1.581307793,0.204303283,0.362570079,2.244087492
Dasatinib,83,10/31/2013,2.807354922,0,0.757135179,-2.075288127,-1.912641036,0.137437978,0.293196376,2.764919656
Dasatinib,92,10/31/2013,3.133855747,0,0.619697201,-1.504071048,-1.912641036,0.334834846,0.497499659,3.113617561
Dasatinib,74,11/22/2013,2.968163913,-0.066865305,0.380654505,-1.759764741,-2.330470192,0,0.228027956,2.514158546
Dasatinib,89,11/22/2013,3.794266465,-0.13492958,0.655761743,-1.91922335,-3.321782213,0.43673257,0.078002512,3.479393128
Crizotinib,80,10/30/2013,0.149780262,0.255776545,0.40605671,-0.729734563,0.742379881,-1.522240085,-2.497874461,0.488747185
Crizotinib,88,11/14/2013,0.531140218,-0.016652559,0.257113324,-1.245569338,1.248502025,,-1.901022537,0.67634516
Crizotinib,68,11/21/2013,0.410577851,-0.066865305,0.234210937,-1.464581686,0.18473988,-1.562242424,-1.506959989,0.469485283
Crizotinib,93,11/21/2013,0.410577851,-0.347474215,0.234210937,-0.845671854,1.119581616,-2.044394119,-1.765271984,0.532495081
Imatinib,67,11/13/2013,1.94753258,-0.440572591,0.180459164,-0.361656403,-0.757135179,,0,1.396517411
Imatinib,90,11/13/2013,2.38426515,-0.440572591,-0.300394933,-0.566346823,-0.937594343,,0.088536675,1.851083275
Imatinib,72,11/21/2013,1.857165222,-0.56326743,-0.228027956,-0.362570079,-0.817135943,0.496604026,-0.376113265,1.39353643
Nilotinib,93,11/13/2013,1.652076697,0.265461143,0.937594343,-0.916533177,-2.716036573,,0.637429921,2.44557823
Nilotinib,86,11/15/2013,1.7855725,0.402449678,0.476526269,-0.686842115,-2.586665198,,1.134991211,2.271174794
Nilotinib,88,11/15/2013,1.450737653,0.757135179,0.248498313,-0.828674809,-2.509306953,,1.198837693,2.036836768
Nilotinib,89,11/15/2013,1.912428779,0.248498313,0.168238741,-1.355649595,-2.724363104,,1.506959989,2.036836768
Nilotinib,77,11/22/2013,0.993486693,0.06576777,0.308287528,-0.993486693,-2.131471783,-0.20069735,0.300394933,1.698391384
Nilotinib,83,11/22/2013,1.067563284,0,0.380654505,-0.883303775,-2.408892575,-0.270071053,0.300394933,1.639689428
JQ1,63,11/13/2013,1.593895625,-0.069373703,-0.195654101,-1.442807788,-0.845671854,,-0.618909833,2.270986529
JQ1,83,11/15/2013,2.097168659,-0.376113265,-0.963005793,-1.457788014,-0.852639533,,-0.924379323,3.087462841
JQ1,88,11/15/2013,2.217412733,-0.276163678,-0.963005793,-1.416194525,-0.752689946,,-0.924379323,3.656828487
JQ1,82,11/21/2013,1.91753784,-0.56326743,-0.752689946,-2.187393179,-0.74118709,0.315426274,-1.820340564,3.252238232
JQ1,88,11/21/2013,1.977409296,-0.641269942,-0.656985433,-2.487395246,-1.97467722,0.315426274,-1.612098631,3.796590238
JQ1,81,2/13/2014,1.513636054,-0.283789613,-0.378587737,-1.749635638,-0.48602367,0.189567834,-0.374054304,2.332731375
JQ1,88,2/13/2014,1.788089504,-0.70209982,-0.541389354,-2.049109512,-0.671006329,0.526508374,-0.837328806,2.683921236
LBH589,80,11/15/2013,0.650581288,-0.480854097,-1.104838487,-1.500428991,-0.391033544,,-1.211064042,3.724892762
LBH589,88,11/21/2013,0.993486693,-0.340875008,-0.852639533,-1.94753258,-0.667110499,0.790369525,-1.340455048,3.509013647
LBH589,81,2/15/2014,0.554945011,-0.717108003,-0.110125067,-2.021476395,-0.357093862,0.673639046,-0.574635544,3.240929962
LBH589,81,2/15/2014,0.563595948,-0.549611232,-0.446757772,-1.8209042,-0.278520733,0.509182551,-1.056931888,3.235159036
LBH589,76,2/13/2014,0.956202755,-0.216643298,-0.505709183,-1.687614992,-0.506966655,0.517766224,-0.248658609,3.364479849
LBH589,90,2/13/2014,1.059177936,-0.214814641,-0.505709183,-2.217774824,-0.693889114,0.727786503,-1.174775462,4.311204207
Satraplatin,84,11/13/2013,4.105073857,3.841302254,0.091922489,-1.343954401,-0.757135179,,-0.28757659,1.256339753
Satraplatin,86,11/13/2013,4.700439718,4.56026206,0.180459164,-1.565556954,-1.588175631,,-0.618909833,1.597214762
Satraplatin,92,11/13/2013,5.094373968,4.745954377,0,-1.697591356,-1.464581686,,-0.618909833,1.788834834
Satraplatin,84,11/22/2013,4.502500341,4.257387843,0,-1.726202814,-1.464581686,0.615069812,-1.3533368,1.349481622
Satraplatin,89,11/22/2013,5.121410173,4.42533248,-0.082746016,-1.828855991,-1.464581686,0.848363468,-1.506959989,1.52309167
Satraplatin,77,11/21/2013,3.395585137,3.209322074,0.072366977,-1.520111356,-0.975398027,0.253868513,-0.831040452,1.102388388
Satraplatin,82,11/21/2013,4.087462841,4.037996883,0.143170932,-1.94753258,-0.975398027,0.556031499,-1.104838487,1.39353643
Satraplatin,89,11/21/2013,4.894817763,4.545257027,0.143170932,-1.652076697,-1.419800445,0.43673257,-1.357315063,1.68234525
Daunorubicin,92,2/15/2014,4.200951897,4.220629095,1.178851788,-1.669591579,-1.216115076,-1.222951884,-1.964995284,2.042213404
Daunorubicin,89,3/3/2014,4.864566428,4.18015984,1.195760599,-1.10238102,-1.537001258,-1.5241455,-2.056643957,1.387648831
Daunorubicin,89,2/13/2014,4.275304271,4.068063177,1.217814013,-1.398185423,-1.218208906,-1.90799664,-1.97906323,2.139555374
Daunorubicin,83,2/15/2014,3.492492731,3.440872015,0.922455202,-1.03553927,-1.077056432,-1.357614268,-1.950916418,1.488526667
Daunorubicin,80,3/3/2014,3.963005068,3.740046598,0.999279193,-1.022483669,-1.598415527,-1.199607337,-2.259394833,1.277825553
Epirubicin,81,2/3/2014,3.794266465,3.4855611,1.415037499,,-1.119701803,-1.211504105,-1.313834413,1.431339312
Epirubicin,85,2/3/2014,4.245724925,4.00894017,1.293731203,,-1.205194528,-1.506959989,-1.566966071,1.507288165
Epirubicin,90,2/3/2014,4.245724925,4.188611717,1.354664881,,-1.119701803,-1.555704323,-1.827469504,1.653731733
Epirubicin,72,2/1/2014,3.055403148,2.703516803,1.261847491,,-0.832890014,-1.506959989,-1.200819009,1.258461676
Epirubicin,77,2/1/2014,3.055403148,3.294308383,1.324095932,,-0.995895602,-1.523061663,-1.200819009,1.660911354
Epirubicin,89,2/13/2014,4.466761124,4.215869975,1.599802992,-0.828742814,-1.218208906,-1.750424224,-1.225194696,1.817348115
Epirubicin,89,3/3/2014,4.742389208,4.444561774,1.574662091,-0.681939749,-1.995597935,-1.967885937,-1.572459832,1.515637875
Epirubicin,88,2/15/2014,4.168563175,3.964530996,1.391653294,-0.511069033,-1.23429704,-1.46567011,-0.986814927,1.512781552
Epirubicin,88,2/15/2014,4.07363352,3.851100713,1.65930183,-0.498186362,-1.305174828,-1.435490867,-1.787071173,1.480392829
Epirubicin,84,2/13/2014,3.96674096,3.790663787,1.465583799,-0.77409081,-1.17346134,-1.298470493,-1.078464387,1.498555764
Epirubicin,83,3/3/2014,4.050146035,4.160084164,1.701187909,-0.464894156,-1.582867083,-1.612000588,-1.829021588,1.486009512
Epirubicin,80,2/15/2014,3.525348981,3.370537604,1.39898147,-0.701157583,-1.363258255,-1.355238738,-1.514051802,1.14105035
Epirubicin,76,3/3/2014,3.701880253,3.832437834,1.031667915,-0.310610205,-1.785860081,-1.667014922,-1.40020423,1.129770859
Epirubicin,74,2/15/2014,3.244152749,2.668776931,1.279571394,-0.729945653,-1.178537037,-1.253937615,-0.936743304,1.074754028
Carmustine,79,2/3/2014,3.656828487,3.600992096,0,,0.060933678,0.300394933,-1.637095305,1.273077228
Carmustine,80,2/1/2014,3.244507868,3.4097856,0.265951889,,-0.063009798,0.153951365,-1.827469504,1.506959989
Carmustine,90,2/1/2014,3.722513647,4.055120719,-0.410577851,,-0.063009798,0.228027956,-1.910632997,1.506959989
Carmustine,72,2/12/2014,3.247627358,2.643143572,0,-1.431339312,-0.506959989,-0.255559285,-1.566966071,0.633008541
Carmustine,91,2/12/2014,4.170629959,3.580737915,-0.513801472,-1.735379343,-0.326500825,0.331333243,-1.910632997,1.251918374
Carmustine,79,3/24/2014,3.36923381,3.16820045,-0.365768337,-1.392698735,-0.524809015,0.031638623,-2.206727685,1.071713509
Carmustine,90,3/24/2014,3.610241909,3.897665871,-0.876902426,-1.790222334,-0.986097443,0.070690601,-2.125111507,1.397289381
Carmustine,91,3/22/2014,3.622973743,3.42137675,-0.150025444,-1.355531942,-0.322799775,0.050446376,-2.903751119,1.472584995
Carmustine,78,2/17/2014,3.344578133,3.396440037,-0.264302869,-1.295904919,-0.286777893,-0.063141729,-1.620774661,1.309282534
Carmustine,92,2/17/2014,3.514023595,4.549553502,-0.600935573,-1.879052531,-0.403859446,-0.229799308,-1.183843756,1.780857974
Colchicine,90,3/3/2014,1.198447637,1.090681447,-0.11835234,-3.056058821,-1.865664089,-0.029010369,-4.669407766,0.014338457
Colchicine,84,2/14/2014,0.496099917,0.477790977,0.099951126,-0.900415997,-3.052169178,-0.129172801,-3.831317608,0.235312103
Colchicine,84,2/17/2014,0.9793343,0.747448736,-0.062763052,-2.767613023,-1.320177968,-0.241403127,-2.836337744,0.394202085
Colchicine,80,2/12/2014,0.828674809,0.371968777,0,-2.334285301,-0.91753784,0.22659241,-4.232893281,0.235616561
Colchicine,78,2/17/2014,1.048436805,0.691631521,0.154484471,-2.412462978,-1.107281187,-0.206787862,-2.909212252,0.527080878
Colchicine,72,3/3/2014,0.792566995,0.906737609,-0.187417787,-2.322744573,-1.614098172,0.211173288,-2.559366542,-0.04369048
Colchicine,65,2/14/2014,0.654628617,0.574838283,-0.215942564,-0.940681365,-2.205399624,-0.190758946,-2.526906271,0.526118604
EpithiloneB,87,3/27/2014,2.876755767,-0.652059808,0.0078319,-0.874787438,-0.365825805,-1.992095375,-0.531626835,0.501346451
EpithiloneB,84,2/17/2014,2.031596769,0.024206861,0.143011139,-1.034267089,-0.197699164,-0.462684764,0.625352409,1.015160328
EpithiloneB,82,2/12/2014,3.481965385,-0.72935241,0.591037015,-1.033947332,-1.289506617,-0.754548563,0.255559285,0.377449256
EpithiloneB,76,2/14/2014,2.057084916,-0.081993372,0.216021571,-0.326879723,-0.232853404,-0.360622317,0.430453133,1.044594253
EpithiloneB,75,3/21/2014,1.427065693,-0.238906747,-0.027428097,-0.740725412,-0.043127736,-0.365912451,0.739057222,0.485409472
EpithiloneB,74,2/12/2014,2.842970209,-0.411330812,0.110182918,-0.91753784,-0.326500825,-0.551015169,0.13196534,0.509414596
EpithiloneB,74,3/3/2014,1.885483679,-0.171010613,0.012714412,-0.601416706,-0.327269144,0.028646304,0.340811443,0.12527154
EpithiloneB,70,2/17/2014,1.879879825,-0.793498832,0.308784295,-0.986327805,-0.403859446,-0.39868872,-0.441084669,1.273348719
EpithiloneB,67,3/27/2014,1.654753077,0.087391536,0.122815542,-0.055362706,0.033740306,-0.141694153,0.332802611,0.189540122
EpithiloneB,65,3/6/2014,1.936851574,-0.157689737,0.096703802,-0.306711921,-0.233830497,-0.533045335,0.434212715,0.427102565
Vinorelbine,89,3/24/2014,2.459999274,0.36526221,0.353191469,-1.312175693,-1.477143001,-0.713487999,-3.849463313,0.684631414
Vinorelbine,86,3/27/2014,2.784675655,0.551054936,0.130323339,-0.820135434,-0.891186513,-0.282652187,-4.431141503,0.797993099
Vinorelbine,84,3/21/2014,1.918544627,0.384076542,0.140811429,-1.015346298,-1.438787906,-0.134051334,-3.459812999,0.673689717
Vinorelbine,79,2/17/2014,2.722778864,0.514391137,0.265845051,-1.387094612,-1.458829261,-0.475741153,-2.82747383,1.181066851
Vinorelbine,77,3/22/2014,2.000986798,0.175299713,0.273858184,-0.465759809,-1.043729766,0.033740306,-3.400005506,0.604002234
Vinorelbine,74,3/6/2014,2.0938906,1.039896583,0.372501609,-0.781505703,-1.159772285,-0.536193328,-3.004538263,0.818943489
Vinorelbine,71,3/27/2014,2.415284414,0.349162485,0.498474451,-0.806714169,-0.662529536,-0.302116798,-3.477217799,0.822487245
Vinorelbine,70,3/21/2014,1.94740711,0.282001021,0.180145791,-0.8788264,-0.680920207,-0.124878522,-3.569064445,0.61471386
Vinorelbine,66,3/22/2014,1.943258366,-0.0939709,0.360712472,-0.717447055,-0.663881695,-0.130716189,-3.441531947,0.51867263
Vinorelbine,62,3/2/2014,2.053203523,0.495449302,0.045513582,-0.923415942,-0.800141835,-0.159128581,-2.796316412,0.249965847
5-aza-cytidine,91,3/2/2014,2.36253612,0.856993572,0.387866201,-1.42868765,-0.882336717,-0.470959129,-1.958343029,1.443360514
5-aza-cytidine,90,3/4/2014,2.092649288,1.014797002,0.729789365,-1.502707148,-0.627808098,-0.246039196,-1.73668767,2.254678843
5-aza-cytidine,89,3/2/2014,2.250779254,0.813586876,0.607812685,-1.477873842,-0.368997144,-0.178593191,-1.884167878,2.187639567
5-aza-cytidine,88,3/2/2014,1.836820943,0.612777605,0.397454798,-1.365285568,0.014708223,-0.340773316,-1.654244005,1.732352638
5-aza-cytidine,86,3/4/2014,1.912513991,0.743387096,0.628473685,-2.042921945,-0.717962054,0,-1.468170489,2.260983512
5-aza-cytidine,85,3/2/2014,2.083483584,1.023607155,0.633947285,-1.740203086,-0.411382538,-0.670706914,-1.451408251,2.024074526
5-aza-cytidine,84,3/22/2014,1.377171442,0.596786911,0.64851162,-1.235677682,-0.496522187,-0.34610537,-1.858110579,1.954724933
5-aza-cytidine,82,3/4/2014,1.883259366,0.771013075,0.542162362,-1.449827101,-0.598547856,-0.167492428,-1.870982613,2.120299064
5-aza-cytidine,78,3/4/2014,1.670088105,0.852023971,0.637866876,-1.460817299,-0.439419275,-0.12921708,-1.262116465,1.830697523
Lomustine,94,3/2/2014,4.110399403,3.718764057,-0.283861163,-1.192264291,-0.588541203,-0.073533253,-1.695060921,1.286829028
Lomustine,93,3/4/2014,4.113957713,4.727529674,-1.818045635,-1.753248448,-1.402996795,0.173423043,-1.464436643,1.680198414
Lomustine,91,3/21/2014,3.476087458,3.893777293,-0.692290502,-1.900986456,-0.764795442,0.24057749,-1.92434069,1.352025867
Lomustine,87,3/21/2014,3.43900691,3.589382384,-0.398551679,-1.870229012,-0.428849669,0.200627463,-1.889741439,1.395046883
Lomustine,86,3/4/2014,4.376313986,4.400022088,-0.984378523,-1.480231162,-1.731645804,-0.455683124,-1.852126639,1.09525929
Lomustine,79,3/21/2014,3.062871731,3.122380748,-0.484955136,-1.25663529,-0.371559865,0.160080064,-2.067042891,1.195531022
Lomustine,64,3/6/2014,2.66208182,2.954922985,-0.101968804,-1.113161577,-0.651425661,-0.142748103,-0.884406905,1.036978586
SN-38,77,3/6/2014,4.204912301,4.492197785,1.249257815,-1.526334771,-0.618807726,0.487531233,-0.093760129,1.733161058
SN-38,88,3/6/2014,4.934646864,4.857554394,1.479689777,-1.872657929,-0.945518056,1.008258875,-0.142112344,1.747232331
SN-38,75,3/21/2014,3.668829451,3.788605987,0.853917559,-1.909625865,-0.123746196,0.654555022,-0.678656053,1.647489186
SN-38,85,3/21/2014,4.249255656,4.467531997,1.011127879,-2.248972338,-0.307543373,0.857015541,-0.765111534,1.962710442
SN-38,92,3/21/2014,4.998335266,5.005127469,1.248011044,-2.203218972,-0.462155318,0.830625048,-1.133323088,2.274647283
Dexamethasone,65,3/24/2014,2.249934881,-1.088227183,-0.052689174,-1.118072994,-0.100178175,0.30191547,-0.76085024,2.122895113
Dexamethasone,63,3/24/2014,2.496666729,-0.70594354,-0.029994117,-1.220041798,-0.187822694,0.251203461,-0.89407572,2.448436828
Dexamethasone,81,3/27/2014,2.650108322,-1.327115775,0.077366128,-1.786345056,-0.025601251,0.593744081,-1.239772561,3.42798477
Dexamethasone,87,3/27/2014,2.531472732,-1.297405189,-0.774558689,-2.126357197,-0.791702337,0.544339139,-3.578217395,3.334098403
Dexamethasone,74,5/18/2015,2.845523246,0.479349114,0.512516685,-1.193728137,-0.188313716,0.527190533,-0.604039738,3.294065593
Dexamethasone,75,5/18/2015,2.838509303,0.077576265,0.24229012,-0.900610875,-0.070475621,0.582908842,-0.771593835,3.204986864
Dexamethasone,77,5/18/2015,3.018495069,0.348410734,0.529943415,-1.139419744,-0.019113886,0.617292113,-0.652085514,3.316948379
Dexamethasone,86,3/27/2014,2.830458578,-1.297405189,-0.063462005,-1.845570461,-0.617513052,0.1585287,-2.941449667,3.694395199
Dexamethasone,70,3/27/2014,2.463936891,0.96960681,0.276766907,-1.3337157,-0.086372833,0,-1.317734061,1.221184571
Dexamethasone,72,3/27/2014,2.823887421,0.920036495,0.326485647,-1.382581242,0.156531486,0.008591689,-1.496424508,1.580010271
Busulfan,90,4/21/2014,4.828683743,5.290202227,1.760736428,-0.567935061,-0.909416687,0.538956884,-1.596392363,1.372601732
Busulfan,90,4/19/2014,4.554798793,4.970934487,1.601699472,-1.076562875,-0.80573498,0.741654863,-1.552970826,1.467281349
Busulfan,87,4/21/2014,3.994651326,4.49516583,1.800717604,-0.42748699,-0.765743619,0.481767163,-1.583802524,1.180035029
Busulfan,79,4/21/2014,3.586485399,4.097937936,1.475126033,-0.195440128,-0.662749819,0.245212726,-1.217352434,0.709888232
Busulfan,76,4/21/2014,3.24505396,3.327374047,1.256675359,-0.291619673,-0.45282759,0.190661992,-0.983913016,0.611505413
Busulfan,74,4/19/2014,2.96940063,3.366888594,1.29145438,-0.860268346,-0.22784932,0.43934044,-1.078604299,0.968791487
TH588,87,4/19/2014,2.05044215,-0.030299012,0.897940593,-0.840356411,0.568687356,-0.650679456,-1.70789599,1.300496808
TH588,85,4/17/2014,2.398474678,-0.101551816,0.604219427,-0.735958773,-0.207964764,-0.756125258,-2.176541321,0.976092068
TH588,81,4/19/2014,2.021367936,0.007526677,0.951875943,-0.709888232,0.456584365,-0.771725214,-1.434482665,0.926281191
TH588,80,6/1/2014,2.179127057,0.105124958,0.954641379,-0.676991639,0.72583714,-1.012488644,-1.621624848,0.796267173
TH588,89,6/1/2014,2.154935925,0.236851983,0.819780947,-0.548870272,0.516439462,-1.231253532,-1.84083264,0.882898547
TH588,78,4/17/2014,2.363377282,-0.268273255,0.723403965,-0.531035365,-0.198533379,-0.667988288,-1.925890997,0.750886788
TH588,75,4/19/2014,1.945506963,0.037446301,0.835017377,-0.851944715,0.273352862,-0.573473904,-1.224893302,0.936988492
TH588,71,4/17/2014,2.456767429,-0.146102917,0.652514175,-0.767189862,-0.179784763,-0.511963729,-1.376964826,0.896850531
Thiostrepton,92,4/21/2014,2.608090871,2.716174751,0.362924191,-0.351623481,-4.955359473,0.557870966,-2.064558963,1.964054337
Thiostrepton,90,4/17/2014,2.174153803,1.791520755,0.715615278,-1.518788182,-3.647099068,1.144114502,-2.090252244,1.986124136
Thiostrepton,87,4/21/2014,2.290144385,2.186724621,1.136797184,-0.620954946,-2.898297632,1.076835661,-2.18791501,2.121690384
Thiostrepton,81,4/17/2014,2.029231016,1.598366893,0.837785616,-1.198293163,-3.068184498,0.954871954,-1.860862238,1.377955029
Thiostrepton,75,5/23/2014,,,1.060081568,-1.566773217,-3.220137173,0.992315854,-1.428565931,2.071834223
Thiostrepton,82,5/23/2014,2.196692406,2.119521781,0.66660771,-1.830657488,-5.832918673,1.241059602,-1.024466098,2.345603306
Thiostrepton,73,4/21/2014,1.940759124,1.888732576,1.053788767,-0.413847065,-2.812047106,0.773780792,-1.369694514,1.641887707
Abiraterone,89,4/21/2014,0.536564752,-0.016243079,-0.188030121,-0.016071504,0.213840228,0.064765732,-1.090197809,-0.208037478
Abiraterone,79,5/23/2014,0.662713499,-0.159174482,-0.388426225,-0.923093118,0.100178175,0.007663818,-0.56767465,0.254977054
Abiraterone,80,6/1/2014,1.026433429,-0.179320157,-0.584413426,-0.255776545,0.204476689,-0.177633693,-0.594225621,-0.176043964
Abiraterone,89,6/1/2014,1.322457656,-0.260331053,-0.759055559,-0.232231812,0.08700341,-0.18410493,-0.622753344,0.098087323
Abiraterone,79,4/19/2014,0.419220596,-0.344307873,-0.430196793,-0.479245996,0.074214893,0.067575342,-0.436259325,0.063320994
Abiraterone,46,4/17/2014,0.823025748,-0.404145383,-0.37784694,-0.29646823,-0.061416977,0.401022089,-0.577806084,-0.228503814
BI2536,89,4/21/2014,-0.371547347,1.231656217,1.036863181,-0.66253432,-1.54897568,0.626628976,-2.650319184,0.448478752
BI2536,81,4/19/2014,-0.546341937,0.866573121,1.004833154,-1.696409369,-1.929030865,0.697848515,-3.763392579,0.699688782
BI2536,75,6/1/2014,-0.164063328,0.831919535,0.712950229,-1.372666178,-1.511899039,0.445449054,-4.62156747,0.355015571
BI2536,86,6/1/2014,-0.577452155,0.793288785,0.724887208,-0.912608201,-1.380426014,0.165814694,-4.435184808,0.092003022
BI2536,76,4/21/2014,-0.200585554,1.195924218,0.906146992,-0.694428602,-2.038379186,0.6637646,-5.47166513,0.588998014
BI2536,75,4/26/2014,0.2514961,0.925155168,0.787172827,-2.147006682,-1.647463021,0.796745536,-3.698657043,0.492750168
BI2536,74,4/17/2014,-0.025346665,0.854151743,0.436527872,-1.278674605,-1.317534874,0.546887011,-3.700291285,0.359756277
Olaparib,80,6/1/2014,5.011352616,4.882925998,1.668382603,-1.811389711,-0.80525831,0.69539067,-0.801946948,1.763805414
Olaparib,89,6/1/2014,5.308056347,,1.763150071,-2.260752895,-0.641368792,0.949478224,-0.750700758,1.835865415
Olaparib,83,6/7/2014,4.509715033,5.007973853,1.535835823,-2.302087094,-0.453663516,0.855688099,-0.565649902,1.64646795
Olaparib,87,6/7/2014,4.599912842,5.171310135,1.524158037,-2.23682335,-0.878822664,0.907683153,-0.178728978,1.978648113
Olaparib,81,9/11/2014,4.848719687,4.961840802,1.387007755,-2.090330603,-1.632387014,0.871173229,-0.870189515,2.325485914
Olaparib,89,9/11/2014,5.684379926,5.18780402,1.519807093,-2.323904865,-1.314296605,0.827920031,-1.7824699,2.505157461
Olaparib,92,9/11/2014,5.77525978,5.890375894,1.450492008,-1.982638214,-1.11991856,0.721391375,-1.483079554,2.621463172
TaPhen,91,6/9/2014,2.149328959,-0.319346194,0.108914977,-0.954509526,-1.370370176,0.199990252,0.902534918,3.252171561
TaPhen,90,6/24/2014,2.37923389,-0.313995203,0.171455683,-1.625878222,-2.69030169,0.035437342,-1.723237484,3.182153957
TaPhen,88,6/13/2014,1.706235884,-0.277788594,0.415961287,-0.957910614,-1.164458646,0.301267148,0.713395675,3.039838352
TaPhen,87,6/7/2014,1.074029574,-0.234706877,0.234701649,-1.411529696,-1.320953078,0.159258233,0.007227946,2.868992501
TaPhen,87,6/24/2014,2.206494742,-0.27043647,0.414040051,-2.075674954,-1.700775866,-0.021445456,-0.180351536,4.004097981
TaPhen,84,6/9/2014,1.80787971,0.291857241,0.124142657,-0.968959138,-1.052814633,0.206123178,0.908496723,3.056559729
TaPhen,81,6/13/2014,1.619613529,0.144876966,0.431917641,-0.864130739,-1.034946285,0.428236207,0.94866531,3.065791472
TaPhen,76,6/9/2014,1.680698404,-0.154460062,0.322597154,-1.05810876,-1.535210415,0.369535394,0.457817992,2.867033159
TaPhen,92,6/13/2014,2.459758386,-0.512519654,-0.067126689,-0.235812937,-1.650536672,-0.144954197,1.2930862,3.293602935
TaPhen,91,6/24/2014,0.632597098,-2.721272868,0.453071988,-1.838112536,-1.330737907,-3.651860104,-1.54083469,2.130170543
TaPhen,88,6/7/2014,1.213604154,-0.594482736,,-1.469558634,-1.063978944,0.261334392,-0.66541845,2.844207895
TaBiPy,88,6/9/2014,2.149328959,0.321703052,0.556814069,-0.600808026,-1.233847626,0.019088091,1.085556336,2.158011706
TaBiPy,87,6/13/2014,2.326066991,0.222744722,0.309876177,-0.415518959,-0.994897625,0.629553984,0.985800934,2.801518947
TaBiPy,84,6/24/2014,2.096132627,-0.633420396,0.212996274,-1.435767372,-1.499039166,-0.057504974,-0.305904281,3.296331662
TaBiPy,76,6/13/2014,1.665828084,0.118367786,0.463556265,-0.566604308,-0.528232745,0.588452462,0.879907299,2.746995312
TaEn,91,6/24/2014,3.016531724,0.428678913,0.90523721,-2.180161361,-1.375126562,-0.435982628,-0.652545788,2.722437844
TaEn,89,6/9/2014,2.295921457,-0.110592437,0.04719094,-1.633641183,-1.773518787,0.452855026,-0.211711023,2.37640747
TaEn,89,6/13/2014,2.441359543,0.595965245,0.359363804,-1.429071275,-1.003167311,0.31346528,0.142423581,2.567382559
TaEn,86,6/7/2014,1.590249745,0.190724427,0.363672636,-2.302087094,-0.812176093,-0.037391657,-0.740725412,2.221172303
TaEn,85,6/24/2014,2.663231112,0.296713573,0.42709024,-1.686952376,-0.948023997,0.014220024,-0.50377738,2.531512986
TaEn,83,6/9/2014,2.313648836,-0.154460062,0.161872188,-1.428784559,-1.838101072,0.15069204,-0.33194106,2.288948709
TaEn,83,6/13/2014,2.183004402,0.595965245,0.423951068,-1.495579491,-0.879846295,0.362026041,0.087899946,2.574659945
TaEn,79,6/7/2014,1.326894348,0.008591689,0.242447931,-1.499269219,-0.554696133,0.183406442,-0.556781574,2.180708156
TaBiPyEn,93,6/24/2014,2.626257921,0.122170338,0.510977983,-1.505134462,-1.259035729,-1.512567436,-0.543214973,2.94392939
TaBiPyEn,89,6/9/2014,2.056332129,0.53701886,0.556814069,-0.856367312,-2.038806112,-0.472802832,-0.769796672,1.987063863
